"","guichet3"
"1",8.55505191775408
"2",2.53750262574886
"3",3.91270690678794
"4",5.38779536354232
"5",1.7186094153809
"6",0.304669016932553
"7",2.47238437497492
"8",0.87793171446325
"9",0.146149090823976
"10",7.90452403467082
"11",2.3002415141584
"12",4.93853622817914
"13",1.78129558660505
"14",0.30438290076687
"15",1.56869452556653
"16",12.4372441393722
"17",5.42566882855532
"18",3.14582263676288
"19",0.385376189815554
"20",0.223386684869878
"21",1.10543059541824
"22",2.31742592162848
"23",4.2894670072067
"24",1.08779779278693
"25",1.66806668171794
"26",0.652471747117192
"27",2.06446867585755
"28",2.90625559632705
"29",0.222040813645941
"30",0.206953367048105
"31",0.199116991186069
"32",0.452721483529882
"33",1.5253468554445
"34",1.6874521276317
"35",0.976917293279412
"36",4.37130233294665
"37",5.92182514796622
"38",4.09142769300436
"39",5.13025403709305
"40",3.31027806183638
"41",3.4857485441566
"42",7.87625856098038
"43",1.31149314482637
"44",3.15667207711433
"45",4.51949509837246
"46",2.46407923157916
"47",4.1233931448346
"48",5.31765124634677
"49",0.77273233377553
"50",0.154567686246431
"51",3.66323982793236
"52",0.812066117539368
"53",0.592218574255388
"54",0.0861065831942213
"55",0.374700787893318
"56",0.0211215573928552
"57",3.11036520480988
"58",0.570581453079931
"59",11.2878953873244
"60",6.22658097010734
"61",1.70214416529526
"62",1.65599206889503
"63",1.14146036274256
"64",4.07387806045126
"65",7.34115049524267
"66",0.244057892841545
"67",2.92618572703006
"68",0.244196633551671
"69",0.349136407269125
"70",0.387738293353865
"71",1.35989529476996
"72",2.65692553691981
"73",1.20926299231484
"74",19.8821442665683
"75",0.283149902517695
"76",0.112870438618863
"77",7.90239197894525
"78",1.79794048485226
"79",0.620015975127512
"80",1.41411699315018
"81",1.15458932407993
"82",8.13508149033227
"83",1.53810605397823
"84",7.60611578103629
"85",5.62127441378802
"86",5.74529123802586
"87",1.05573229808757
"88",5.91384891660373
"89",4.05403560265492
"90",5.58474477987792
"91",0.576915482970628
"92",1.93935129511889
"93",4.29567136645195
"94",0.0226601985853667
"95",3.74607785804987
"96",0.776133549578012
"97",0.440575606770397
"98",0.240284737516591
"99",1.74227151425579
"100",0.753716717256193
"101",0.894465703675722
"102",0.0148267802247342
"103",2.12807312519566
"104",0.131945923327449
"105",0.379707968723408
"106",5.14279208812759
"107",0.172717305736218
"108",3.64596972351057
"109",3.29944394669513
"110",3.40410350996974
"111",1.61907671039979
"112",2.55736187884087
"113",0.378617879049155
"114",0.99676597189713
"115",2.38714498914559
"116",2.86722692870018
"117",0.364167305181185
"118",5.13151445339786
"119",12.0573523441617
"120",0.113243678954891
"121",2.80167799473699
"122",2.85078771601588
"123",5.81827676887659
"124",1.40637361365271
"125",1.5205728364809
"126",2.10641369492072
"127",0.434559498457833
"128",2.10657015665931
"129",1.31771319664698
"130",1.8746377740826
"131",0.846943737780477
"132",1.88437424828971
"133",2.22129740525373
"134",0.743734033425106
"135",0.992418494709629
"136",1.29783022455237
"137",3.04245927373024
"138",4.72364063011022
"139",1.8452067541531
"140",4.39970640725156
"141",1.97673035172225
"142",3.00214149911865
"143",0.0818294671146159
"144",0.0394288691052008
"145",2.89947646363875
"146",1.22450119320382
"147",5.05157359948001
"148",0.700713985381608
"149",2.77326215406304
"150",1.03908808446152
"151",0.144163418574448
"152",1.45307635947903
