"","guichet2"
"1",4.52081952189624
"2",10.0626995239196
"3",9.58537971235078
"4",3.68654203344132
"5",6.48979997040564
"6",7.56211640880356
"7",7.2821793229917
"8",10.7431416680374
"9",9.97890719198882
"10",11.6519178220322
"11",10.8984373019778
"12",9.57243882191269
"13",8.88528826249318
"14",4.18593987734634
"15",0
"16",12.1811340706003
"17",5.76287641463319
"18",6.14477174336578
"19",8.98394060151168
"20",10.5499229797336
"21",6.09406901495818
"22",5.66441577136817
"23",10.7120091833839
"24",10.4809667333286
"25",5.97609658675985
"26",6.32533773285409
"27",7.51123208503825
"28",6.89549490235795
"29",10.2798933135111
"30",9.85784911810721
"31",9.7262903843777
"32",3.26036306756852
"33",8.07133869951788
"34",9.85635714846177
"35",10.7686626303975
"36",9.12371123816324
"37",8.72109445750834
"38",5.80593357187159
"39",5.21409788272449
"40",2.48087362020345
"41",3.7607644394865
"42",7.81218152869218
"43",6.81091633898326
"44",4.71681357658485
"45",11.0131178589991
"46",9.13552625255093
"47",4.19751504181731
"48",5.40955946760496
"49",6.41926952226421
"50",2.46120451443809
"51",7.06268249552246
"52",4.73996138626923
"53",9.40148523978998
"54",6.63832536985674
"55",10.1423988180315
"56",5.94704890585063
"57",10.0934463293381
"58",2.69661435226112
"59",1.23901373495788
"60",7.24657907690048
"61",7.99049308535852
"62",6.61852546459068
"63",4.46989189094967
"64",6.59273511724815
"65",7.39103869770232
"66",8.64765691852232
"67",2.20399183144928
"68",6.87881844587232
"69",5.48686585703353
"70",4.28815880254347
"71",13.2018169590183
"72",4.97119742344465
"73",7.4025171310337
"74",10.4574003409884
"75",10.647364124911
"76",3.58691281929165
"77",5.99360065035411
"78",6.2713758968636
"79",11.8021356599459
"80",6.87750420994375
"81",6.39063699605538
"82",7.70501936825697
"83",5.07958446860299
"84",8.11464431374532
"85",6.33106071788312
"86",1.8507811314444
"87",7.75357883962705
"88",5.11472196858209
"89",11.6966552551857
"90",5.57522095760871
"91",12.1311735995528
"92",5.59616230865118
"93",8.25896282038771
"94",8.57829928667465
"95",6.12489037030493
"96",7.38280356630217
"97",4.43422463073547
"98",5.51305340312115
"99",9.22059402608739
"100",4.89976121412841
"101",7.810130113139
"102",2.43461860080353
"103",9.87363564347416
"104",5.64825563340272
"105",6.59838632388865
"106",5.61829572695651
"107",6.00930040494224
"108",8.52859102814703
"109",3.41549709598943
"110",2.15256689939574
"111",8.91029390509814
"112",4.47029283878655
"113",4.36051033689703
"114",9.48127006843891
"115",9.97278072185615
"116",10.9101433603672
"117",7.54319356112561
"118",9.64441266753182
"119",8.3682149742862
"120",10.2089247837232
"121",4.41820077590151
"122",7.01010109304189
"123",8.29883294257955
"124",1.01305755853943
"125",4.29538556765593
"126",5.62410304542718
"127",1.04345643933737
"128",8.63181437259421
"129",9.66191241835538
"130",3.24367245279301
"131",9.32391976219371
"132",9.47462361862038
"133",4.89157377301244
"134",5.26632134061659
"135",13.4159226968833
"136",10.0961822357307
"137",6.60332224838728
"138",0.659343716334581
"139",9.76214533561564
"140",4.17767121722273
"141",5.13675403047081
"142",6.36864541519691
"143",5.67878496027407
"144",8.49514928277821
"145",8.57900352905883
"146",9.598882804818
"147",8.31307043000052
"148",5.82009137743675
"149",5.75044699166353
"150",5.8167884143544
"151",11.292619845255
"152",5.30889331056822
"153",7.22857271508394
"154",7.77235833467427
"155",3.31268513455184
"156",1.81265675393795
"157",9.01587741683778
"158",4.8742382811157
"159",6.8182137310329
"160",5.82739146290971
"161",8.10095522604904
"162",9.98142061623475
"163",10.5357389706733
"164",9.31041469282404
"165",6.92381976331043
"166",7.80041163267958
"167",9.810490904292
"168",3.60174358416864
"169",8.23046330551699
"170",8.33520727775067
"171",6.62295521347516
"172",1.90347821638752
"173",8.98650624135969
"174",5.15583253913189
"175",6.79083786072301
"176",12.3887788064113
"177",8.48641265071164
"178",9.4432256145009
"179",3.25365668261443
"180",7.81510503989443
"181",2.89572207129667
"182",13.8292807841964
"183",5.71552889019767
"184",8.51900417581155
"185",5.31155021314312
"186",5.35431785202086
"187",9.6950601704514
"188",4.74659255444706
"189",5.02456483299934
"190",6.22213303910962
"191",6.54596534892334
"192",10.0496844447048
"193",3.5665632624006
"194",6.5157076398226
"195",16.4192857215223
"196",4.41345673126692
"197",2.76635076649026
"198",6.77594359737908
"199",7.0746629680878
"200",4.63064050235757
"201",2.99059435473285
"202",7.70406571134425
"203",9.6576214231177
"204",6.95779257432741
"205",7.50738292882268
"206",11.9886539168939
"207",10.7821228617468
"208",8.93702816449392
"209",7.43408483707672
"210",5.21846366050945
"211",5.35419134081822
"212",9.26772399678622
"213",10.8034769120059
"214",4.96039832228127
"215",9.29738643466951
"216",5.01854597849135
"217",2.07972328744961
"218",12.0894620697578
"219",7.79321959270872
"220",4.07279909670229
"221",6.16923145028435
"222",6.19734111660388
