"","guichet1"
"1",6.89349578977803
"2",7.16609385389637
"3",8.22414273313714
"4",2.81730710682702
"5",4.18467465092153
"6",2.87543409730173
"7",6.49455143277239
"8",11.1403382871877
"9",6.40875138972642
"10",0.314579179969488
"11",6.47505836522325
"12",8.55305306219477
"13",11.4862200517554
"14",6.81231417432421
"15",11.9731859204626
"16",2.02904539970216
"17",0
"18",8.99391068016693
"19",4.08464464634166
"20",5.69810360039539
"21",4.27871598744781
"22",9.99566697508652
"23",6.44240511165059
"24",7.70932096232626
"25",8.64729852532088
"26",2.52710453590075
"27",5.53820164447434
"28",7.24942372655794
"29",11.0742153550066
"30",4.17344798533222
"31",4.55146007786887
"32",1.70481300912884
"33",8.3507071861811
"34",3.99595516072263
"35",2.97038386836063
"36",9.4307632050487
"37",6.4400656599385
"38",3.42238224871223
"39",0
"40",9.64167826557379
"41",6.79921242677034
"42",3.18869141743625
"43",5.89992284682227
"44",10.7648856761934
"45",2.65071248792043
"46",9.88833331276485
"47",8.67597129858365
"48",1.0616266448272
"49",7.54246048761535
"50",12.2753021651636
"51",6.11724143545676
"52",3.12546341337759
"53",6.40366392891791
"54",6.80780954344716
"55",11.4022145653434
"56",10.1221232935368
"57",5.16260540626411
"58",3.58120084538175
"59",14.4663529917779
"60",2.83819261266561
"61",5.79331831100157
"62",3.66644937440331
"63",3.1699359095533
"64",10.3600596560774
"65",1.02122314309574
"66",11.2392260224204
"67",7.02896821699948
"68",6.12163938233442
"69",8.71741497706941
"70",8.95595169861913
"71",2.71297101300469
"72",7.0968655568424
"73",9.12739093788059
"74",8.61055997904554
"75",9.76861583236225
"76",7.86653704148205
"77",2.62335541172095
"78",5.20220289736088
"79",6.62877381200346
"80",4.56614610422738
"81",9.91278861898431
"82",6.01059172884736
"83",5.33524687377743
"84",6.38965408659455
"85",12.0924834777757
"86",1.30513600173203
"87",5.57446717858286
"88",11.2245116408812
"89",4.79748873273755
"90",6.97972279045577
"91",1.84827779222803
"92",3.61380354263217
"93",12.5641418793222
"94",3.59337172394418
"95",6.82041410151762
"96",10.5396315565005
"97",3.43410142794472
"98",6.23088649250546
"99",3.54409590911469
"100",6.21218226925718
"101",5.18382707632985
"102",10.1791401123871
"103",0
"104",8.42821789866402
"105",5.74526101970303
"106",4.81288631996611
"107",8.09401177403169
"108",8.66058006314319
"109",10.8103428160103
"110",6.94309198224302
"111",8.41067048768422
"112",6.60881388340469
"113",2.10579411899701
"114",8.00674475260348
"115",6.24576899742171
"116",5.06877367808423
"117",7.08022496978237
"118",10.769898693541
"119",2.54754989812013
"120",5.5793271572446
"121",7.05695951151504
"122",7.18011640886579
"123",1.92929081059638
"124",6.30684207285727
"125",4.6270209302641
"126",4.62727524248517
"127",4.87627878122491
"128",8.08141615985971
"129",7.23354290936023
"130",3.26202036784234
"131",9.75310365133916
"132",5.43135400588372
"133",9.02318501518315
"134",9.05214718204904
"135",5.45032802046362
"136",2.50278079952188
"137",8.86852045860538
"138",6.21922523846922
"139",5.23325449337669
"140",4.18213275490626
"141",6.56573882067416
"142",7.5500340799315
"143",5.26367608272193
"144",0
"145",9.30716903982064
"146",5.24926887169956
"147",6.28203195458829
"148",8.63863176413817
"149",2.6009501624541
"150",5.27503255719108
"151",5.71537953229704
"152",0.963539532229755
"153",5.92598700066826
"154",6.6555155114894
"155",6.06001359576976
"156",6.74768829341977
"157",5.53773021761582
"158",7.87622930853862
"159",8.92744940354912
"160",3.97442543424924
"161",2.12585906449799
"162",8.63037357447987
"163",10.4410263194853
"164",5.65578021648095
"165",2.36200583818148
"166",3.74468130051544
"167",6.89758097239843
"168",4.54814689272477
"169",11.145239489456
"170",6.34844534190396
"171",7.92706835871845
"172",6.87162368849532
"173",6.65622598238567
"174",5.36749412506188
"175",7.85591136700233
"176",7.52945702436627
"177",9.67093364886352
"178",8.66122160317653
"179",8.41128620048032
"180",6.19693436380593
"181",5.62723332717887
"182",4.91840833859028
"183",5.67257178379016
"184",11.9672994250703
"185",9.77578063988023
"186",6.2878294003839
"187",10.9355952923255
"188",4.55168888293865
"189",6.80638350046209
"190",6.89650012334296
"191",1.24609146825467
"192",10.5395849246081
"193",8.99507294086684
"194",12.1875759148129
"195",5.62574239509573
"196",9.89589892202507
"197",6.34201005446523
"198",0.242115576205599
"199",7.72660701718855
"200",4.94767942907993
"201",2.61372486458942
"202",5.34470241369497
"203",4.62161359375685
"204",6.27303255118453
"205",7.74550634052819
"206",7.00709805871054
